episode,podcast,rec_1_episode,rec_1_isCorrect,rec_1_podcast,rec_2_episode,rec_2_isCorrect,rec_2_podcast,rec_3_episode,rec_3_isCorrect,rec_3_podcast,rec_4_episode,rec_4_isCorrect,rec_4_podcast,rec_5_episode,rec_5_isCorrect,rec_5_podcast
133- Sales,this-american-life,Bag O' Worms & The Velocity Of Poop,False,wow-in-the-world,574- Sinatra’s 100th Birthday,False,this-american-life,The Ins & Outs Of The Minimum Wage,False,the-indicator-from-planet-money,Why Men Outnumber Women Attending Business Schools,False,hidden-brain,CEO's Voice Tone Can Speak Volumes,False,hidden-brain
134- We Didn’t,this-american-life,The War On Coal,False,the-indicator-from-planet-money,"The Olympics, Afrofuturism and Sichuan Food",False,the-indicator-from-planet-money,#844: Nice Game,False,planet-money,A Snapshot Of Poverty In America,True,the-indicator-from-planet-money,Senators Push Trump's Attorney General Pick On Impartiality,False,npr-politics-podcast
135- Allure of Crime,this-american-life,"Trump, Obama Meet at the White House",False,npr-politics-podcast,276- Swing Set,True,this-american-life,511- The Seven Things You’re Not Supposed to Talk About,True,this-american-life,3D Printing the Future!,False,wow-in-the-world,513- 129 Cars,False,this-american-life
136- You Are Here,this-american-life,"Tariffs And Tourists And Trade Wars, Oh My! ",False,the-indicator-from-planet-money,386- Fine Print,True,this-american-life,210- Perfect Evidence,True,this-american-life,435- How To Create a Job,True,this-american-life,523- Death and Taxes,True,this-american-life
137- The Book That Changed Your Life,this-american-life,298- Getting and Spending,True,this-american-life,"Weekly Roundup: Thursday, January 31",False,npr-politics-podcast,Teenage (Employment) Wasteland,False,the-indicator-from-planet-money,642- The Impossible Dream,True,this-american-life,14- Accidental Documentaries,True,this-american-life
138- The Real Thing,this-american-life,"Tariffs And Tourists And Trade Wars, Oh My! ",False,the-indicator-from-planet-money,386- Fine Print,True,this-american-life,210- Perfect Evidence,True,this-american-life,435- How To Create a Job,True,this-american-life,523- Death and Taxes,True,this-american-life
139- Ghosts of Elections Past,this-american-life,The 28-Hour Work Week,False,the-indicator-from-planet-money,#782: Budget Time,False,planet-money,89- Sibling Rivalry,True,this-american-life,"Guys, We Have A Problem: How American Masculinity Creates Lonely Men",False,hidden-brain,"Trump Vs. The Fed, Or Trump Vs... Trump? ",True,the-indicator-from-planet-money
14- Accidental Documentaries,this-american-life,54- Sinatra,True,this-american-life,The Haunting Effects Of Going Days Without Sleep,False,hidden-brain,Why College Freshmen May Feel Like Impostors On Campus,False,hidden-brain,Space Economics,False,the-indicator-from-planet-money,Jobs: 10 Questions in 10 Minutes,False,the-indicator-from-planet-money
140- Family Business,this-american-life,"Originals: How To Spot One, How To Be One ",False,hidden-brain,Stroke of Genius: How Derek Amato Became a Musical Savant  ,False,hidden-brain,245- Allure of the Mean Friend,True,this-american-life,Crickets And Cannibals: Unpacking The Complicated Emotion Of Disgust,False,hidden-brain,"Weekly Roundup: Thursday, January 4",False,npr-politics-podcast
141- Invisible Worlds,this-american-life,Episode 3,False,Mogul The Life and Death of Chris Lighty,418- Toxie,True,this-american-life,620- To Be Real,True,this-american-life,Corn Your Toes And Blast-Off To The Moon!,False,wow-in-the-world,"Weekly Roundup: Thursday, March 7",False,npr-politics-podcast
142- Barbara,this-american-life,172- 24 Hours at the Golden Apple,True,this-american-life,Radio Replay: Loving the Lie,False,hidden-brain,420- Neighborhood Watch,True,this-american-life,How Birth Order Relates To Job Success,False,hidden-brain,Episode 1,False,Mogul The Life and Death of Chris Lighty
143- Sentencing,this-american-life,479- Little War on the Prairie,True,this-american-life,554- Not It!,True,this-american-life,6 Decades Of Research Examines Prisoners Of War,False,hidden-brain,A Brief History of Tariffs ,False,the-indicator-from-planet-money,Three Indicators To Keep A (Side)eye On ,False,the-indicator-from-planet-money
144- Where Words Fail,this-american-life,Bag O' Worms & The Velocity Of Poop,False,wow-in-the-world,574- Sinatra’s 100th Birthday,False,this-american-life,Teenage (Employment) Wasteland,False,the-indicator-from-planet-money,Why Now? ,False,hidden-brain,642- The Impossible Dream,True,this-american-life
145- Poultry Slam 1999,this-american-life,380- No Map,True,this-american-life,Bag O' Worms & The Velocity Of Poop,False,wow-in-the-world,574- Sinatra’s 100th Birthday,False,this-american-life,A Snapshot Of Poverty In America,False,the-indicator-from-planet-money,Senators Push Trump's Attorney General Pick On Impartiality,False,npr-politics-podcast
146- Urban Nature,this-american-life,6- Christmas,True,this-american-life,Episode 3,False,Mogul The Life and Death of Chris Lighty,418- Toxie,True,this-american-life,620- To Be Real,True,this-american-life,Corn Your Toes And Blast-Off To The Moon!,False,wow-in-the-world
147- A Teenager's Guide to God,this-american-life,EPISODE 29,False,Mable,"Weekly Roundup: Thursday, October 18",False,npr-politics-podcast,"Weekly Roundup: Thursday, April 5",False,npr-politics-podcast,EPISODE 27,False,Mable,439- A House Divided,True,this-american-life
148- The Angels Wanna Wear My Red Suit,this-american-life,Police Videos: North Miami,False,embedded,When Oracles Err,False,the-indicator-from-planet-money,Attempt To Get More People On Board With Organ Donation Backfires,False,hidden-brain,#418: A Fake Bank For Money Laundering Run By The Government,False,planet-money,Three Indicators To Keep A (Side)eye On ,False,the-indicator-from-planet-money
149- Bedside Diplomacy,this-american-life,Teenage (Employment) Wasteland,True,the-indicator-from-planet-money,642- The Impossible Dream,True,this-american-life,14- Accidental Documentaries,True,this-american-life,298- Getting and Spending,True,this-american-life,The Fox And The Hedgehog: The Triumphs And Perils Of Going Big,False,hidden-brain
15- Dawn,this-american-life,Trump Stories: The Apprentice,False,embedded,The War On Coal,False,the-indicator-from-planet-money,"The Olympics, Afrofuturism and Sichuan Food",False,the-indicator-from-planet-money,The Jobs Report: Where The Ladies At?,False,the-indicator-from-planet-money,"Puerto Rico, My Heart's Devotion",False,codeswitch
150- Kids As Adults,this-american-life,Bag O' Worms & The Velocity Of Poop,False,wow-in-the-world,574- Sinatra’s 100th Birthday,True,this-american-life,The Ins & Outs Of The Minimum Wage,False,the-indicator-from-planet-money,China's Social Credit System,False,the-indicator-from-planet-money,Why Men Outnumber Women Attending Business Schools,False,hidden-brain
151- Primary,this-american-life,How Birth Order Relates To Job Success,False,hidden-brain,Radio Replay: Loving the Lie,False,hidden-brain,172- 24 Hours at the Golden Apple,True,this-american-life,420- Neighborhood Watch,True,this-american-life,#871: Blacklisted In China,False,planet-money
152- Crush,this-american-life,479- Little War on the Prairie,True,this-american-life,554- Not It!,True,this-american-life,A Brief History of Tariffs ,False,the-indicator-from-planet-money,6 Decades Of Research Examines Prisoners Of War,False,hidden-brain,Three Indicators To Keep A (Side)eye On ,False,the-indicator-from-planet-money
153- Dolls,this-american-life,"Originals: How To Spot One, How To Be One ",False,hidden-brain,Crickets And Cannibals: Unpacking The Complicated Emotion Of Disgust,False,hidden-brain,"Weekly Roundup: Thursday, January 4",False,npr-politics-podcast,"Weekly Roundup: Thursday, August 30",False,npr-politics-podcast,Stroke of Genius: How Derek Amato Became a Musical Savant  ,False,hidden-brain
154- In Dog We Trust,this-american-life,523- Death and Taxes,True,this-american-life,"Weekly Roundup: Thursday, March 7",False,npr-politics-podcast,"Tariffs And Tourists And Trade Wars, Oh My! ",False,the-indicator-from-planet-money,435- How To Create a Job,True,this-american-life,386- Fine Print,True,this-american-life
155- Hoaxing Yourself,this-american-life,479- Little War on the Prairie,True,this-american-life,554- Not It!,True,this-american-life,A Brief History of Tariffs ,False,the-indicator-from-planet-money,6 Decades Of Research Examines Prisoners Of War,False,hidden-brain,Three Indicators To Keep A (Side)eye On ,False,the-indicator-from-planet-money
156- What Remains,this-american-life,#829: Rigging The Economy,False,planet-money,607- Didn’t We Solve This One?,True,this-american-life,372- The Inauguration Show,True,this-american-life,264- Special Treatment,True,this-american-life,449- Middle School,True,this-american-life
157- Secret Life of Daytime,this-american-life,How Birth Order Relates To Job Success,False,hidden-brain,Radio Replay: Loving the Lie,False,hidden-brain,172- 24 Hours at the Golden Apple,True,this-american-life,420- Neighborhood Watch,False,this-american-life,Episode 1,False,Mogul The Life and Death of Chris Lighty
158- Mob Mentality,this-american-life,"Tariffs And Tourists And Trade Wars, Oh My! ",False,the-indicator-from-planet-money,435- How To Create a Job,True,this-american-life,386- Fine Print,True,this-american-life,210- Perfect Evidence,True,this-american-life,523- Death and Taxes,True,this-american-life
159- Mother’s Day,this-american-life,#829: Rigging The Economy,False,planet-money,607- Didn’t We Solve This One?,True,this-american-life,372- The Inauguration Show,True,this-american-life,449- Middle School,True,this-american-life,74- Conventions,True,this-american-life
16- Economy,this-american-life,Trump Stories: The Apprentice,False,embedded,The War On Coal,True,the-indicator-from-planet-money,"The Olympics, Afrofuturism and Sichuan Food",False,the-indicator-from-planet-money,The Jobs Report: Where The Ladies At?,True,the-indicator-from-planet-money,"Puerto Rico, My Heart's Devotion",False,codeswitch
160- Character Assassination,this-american-life,425- Slow To React,True,this-american-life,We're Going To Start A Dialogue...Again.,False,codeswitch,Getting A Foot In the Door,False,codeswitch,"Friday, November 4 ",False,npr-politics-podcast,"Weekly Roundup: Thursday, September 13",False,npr-politics-podcast
161- Million Bubbles,this-american-life,615- The Beginning of Now,True,this-american-life,"Wednesday, November 2",False,npr-politics-podcast,336- Who Can You Save?,True,this-american-life,149- Bedside Diplomacy,True,this-american-life,"Weekly Roundup: Thursday, June 23 ",False,npr-politics-podcast
162- Moving,this-american-life,121- Twentieth Century Man,True,this-american-life,"Weekly Roundup: Thursday, August 17",False,npr-politics-podcast,86- How to Take Money from Strangers,True,this-american-life,"Weekly Roundup: Thursday, September 13",False,npr-politics-podcast,"Friday, November 4 ",False,npr-politics-podcast
163- Can You Fight City Hall…If You Are City Hall?,this-american-life,Attempt To Get More People On Board With Organ Donation Backfires,False,hidden-brain,Researchers Unravel Strange And Contradictory Feelings About Power,True,hidden-brain,What To Do About Inequality,False,the-indicator-from-planet-money,Police Videos: North Miami,False,embedded,When Oracles Err,False,the-indicator-from-planet-money
164- Crime Scene,this-american-life,"Tuesday, October 25",False,npr-politics-podcast,"Sunday, November 6",False,npr-politics-podcast,"Weekly Roundup: Friday, October 21",False,npr-politics-podcast,"Weekly Roundup: Thursday, June 22",False,npr-politics-podcast,"Weekly Roundup: Thursday, May 4",False,npr-politics-podcast
165- Americans In Paris,this-american-life,Episode 3,False,Mogul The Life and Death of Chris Lighty,Corn Your Toes And Blast-Off To The Moon!,False,wow-in-the-world,418- Toxie,True,this-american-life,The Cheater's High And Other Reasons We Cheat,False,hidden-brain,Who Gets Power — And Why It Can Corrupt Even The Best Of Us,False,hidden-brain
166- Nobody's Family Is Going to Change,this-american-life,574- Sinatra’s 100th Birthday,False,this-american-life,Why College Freshmen May Feel Like Impostors On Campus,False,hidden-brain,I Can't Believe It's Not Budget,False,the-indicator-from-planet-money,EPISODE 10,False,Mable,Space Economics,False,the-indicator-from-planet-money
167- Memo to the People of the Future,this-american-life,House Judiciary Launches Probe Of Allegations Of Obstruction By President Trump,False,npr-politics-podcast,Senators Push Trump's Attorney General Pick On Impartiality,False,npr-politics-podcast,#844: Nice Game,False,planet-money,Coal Stories 2,False,embedded,A Snapshot Of Poverty In America,True,the-indicator-from-planet-money
168- The Fix Is In,this-american-life,Trickle-down Economics: Pricing H2O,False,the-indicator-from-planet-money,When Personalization Leads To Discrimination On AirBnB,False,hidden-brain,Episode 3,False,Mogul The Life and Death of Chris Lighty,U.S.-China Trade: Where Are We Now?,False,the-indicator-from-planet-money,#864: The Central (Bankers') Question,True,planet-money
169- Pursuit of Happiness,this-american-life,598- My Undesirable Talent ,True,this-american-life,260- The Facts Don’t Matter,True,this-american-life,239- Lost in America,True,this-american-life,"Weekly Roundup: Thursday, September 1 ",False,npr-politics-podcast,"Monday, October 31",False,npr-politics-podcast
17- Name Change - No Theme,this-american-life,6- Christmas,True,this-american-life,Episode 3,False,Mogul The Life and Death of Chris Lighty,418- Toxie,True,this-american-life,620- To Be Real,True,this-american-life,Corn Your Toes And Blast-Off To The Moon!,False,wow-in-the-world
170- Immigration,this-american-life,Trickle-down Economics: Pricing H2O,False,the-indicator-from-planet-money,When Personalization Leads To Discrimination On AirBnB,False,hidden-brain,#864: The Central (Bankers') Question,False,planet-money,U.S.-China Trade: Where Are We Now?,False,the-indicator-from-planet-money,#866: Modern Monetary Theory,False,planet-money
171- Election,this-american-life,The 28-Hour Work Week,False,the-indicator-from-planet-money,Lonely Hearts,False,hidden-brain,#782: Budget Time,False,planet-money,89- Sibling Rivalry,True,this-american-life,373- The New Boss,True,this-american-life
172- 24 Hours at the Golden Apple,this-american-life,Why College Freshmen May Feel Like Impostors On Campus,False,hidden-brain,54- Sinatra,True,this-american-life,Space Economics,False,the-indicator-from-planet-money,The Haunting Effects Of Going Days Without Sleep,False,hidden-brain,Trump Stories: The Apprentice,False,embedded
173- Three Kinds of Deception,this-american-life,"Weekly Roundup LIVE: Friday, February 10",False,npr-politics-podcast,478- Red State Blue State,True,this-american-life,297- This Is Not My Beautiful House,True,this-american-life,"Weekly Roundup: Thursday, May 24",False,npr-politics-podcast,"Weekly Roundup: Thursday, December 21",False,npr-politics-podcast
